gh_id,paper_doi,reuse_type,comment,citation_number,reused_doi,alt_url,page_num,time
anjiperera,https://doi.org/10.1145/3377811.3380408,method,...classified the size of these projects into the following five bins...,47,10.1145/2858965.2814300,,399,
anjiperera,https://doi.org/10.1145/3377811.3380381,dataset,Simulink models corpus,14,10.1145/3196478.3196484,,341,25
anjiperera,https://doi.org/10.1145/3377811.3380381,stepping stones,SLForge,13,10.1145/3180155.3180231,https://github.com/verivital/slsf_randgen/wiki,341,
anjiperera,https://doi.org/10.1145/3377811.3380381,metrics,number of model blocks,47,10.1145/2993412.3004853,,341,
anjiperera,https://doi.org/10.1145/3377811.3380404,method,adapted methodologies of prior SO analysis work,10,10.1109/ICSME.2014.88,,1585,30
anjiperera,https://doi.org/10.1145/3377811.3380404,method,adapted methodologies of prior SO analysis work,37,10.1145/3210459.3210466,,1585,
anjiperera,https://doi.org/10.1145/3377811.3380404,method,SO question classification schemes,1,10.1109/ICSE.2019.00122,,"1585, 1588",
anjiperera,https://doi.org/10.1145/3377811.3380404,method,SO question classification schemes,9,10.1145/3196321.3196333,,"1585, 1588",
anjiperera,https://doi.org/10.1145/3377811.3380404,dataset,Google BigQuery,footnote 4,,https://cloud.google.com/blog/topics/public-datasets/google-bigquery-public-datasets-now-include-stack-overflow-q-a,1587,
anjiperera,https://doi.org/10.1145/3377811.3380404,tool,irr computational R package,17,,https://rdrr.io/cran/irr/,1588,
anjiperera,https://doi.org/10.1145/3377811.3380404,method,"concept of ""technical domain""",4,,https://researchbank.swinburne.edu.au/items/458ce762-3ba9-441c-a389-933640d828fb/1/,1591,
anjiperera,https://doi.org/10.1145/3377811.3380387,method,built on work of Johnson et al.,46,10.1109/ICSE.2013.6606613,,136,20
anjiperera,https://doi.org/10.1145/3377811.3380387,method,GT study is based on [21],21,10.1177/1077800414545235,,138,
anjiperera,https://doi.org/10.1145/3377811.3380387,method,3 stage pretesting process,30,,"Don A Dillman. 2011. Mail and Internet surveys: The tailored design method–2007 Update with new Internet, visual, and mixed-mode guide. John Wiley & Sons",138,
anjiperera,https://doi.org/10.1145/3377811.3380387,method,theoretical sampling,26,10.1046/j.1365-2648.1997.t01-25-00999.x,,138,
anjiperera,https://doi.org/10.1145/3377811.3380387,method,"constructivist grounded theory method, have 4 citations in the paper, [22] is the recent one",22,10.1111/j.2044-8295.2012.02104.x,,140,
anjiperera,https://doi.org/10.1145/3377811.3380387,method,to obtain inter-coder agreement,18,10.1177/0049124113500475,,141,
anjiperera,https://doi.org/10.1145/3377811.3380351,tool,word2vec model trained over 15GB of textual data from Stack Overflow posts,19,10.1145/3196398.3196448,,1437,20
anjiperera,https://doi.org/10.1145/3377811.3380351,tool,"psutil, github link in the paper is broken",41,,https://pypi.org/project/psutil/,1438,
anjiperera,https://doi.org/10.1145/3377811.3380351,tool,scikit-learn,39,,https://dl.acm.org/doi/10.5555/1953048.2078195,1441,
anjiperera,https://doi.org/10.1145/3377811.3380351,tool,ScottKnottESD,footnote 10,,https://github.com/klainfo/ScottKnottESD,1442,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,dataset,,57,https://doi.org/10.1007/978-3-319-10602-1_48,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,method,,68,,https://dl.acm.org/doi/10.5555/3295222.3295349,,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,method,,46,https://doi.org/10.1109/CVPR.2016.90,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,metric,,62,https://doi.org/10.3115/1073083.1073135,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,metric,,26,,https://dl.acm.org/doi/10.5555/1626355.1626389,,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,metric,,56,https://doi.org/10.3115/1073445.1073465,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,metric,,69,https://doi.org/10.1109/CVPR.2015.7299087,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,statistical ,,67,https://doi.org/10.1093/ije/dyq191,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,stepping stones,,70,https://doi.org/10.1109/CVPR.2015.7298935,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,stepping stones,,22,https://doi.org/10.1109/CVPR.2018.00583,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380327,tool,,32,https://doi.org/10.1145/3180155.3180240,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380350,method,,27,https://doi.org/10.1145/263699.263717,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380350,stepping stones,,45,,https://dl.acm.org/doi/abs/10.5555/3291168.3291172,,
afonsohfontes,https://doi.org/10.1145/3377811.3380350,tool,,12,,https://doi.org/10.5555/1247360.1247401,,
afonsohfontes,https://doi.org/10.1145/3377811.3380350,tool,,41,,https://doi.org/10.5555/3154601.3154607,,
afonsohfontes,https://doi.org/10.1145/3377811.3380351,tool,,19,https://doi.org/10.1145/3196398.3196448,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380381,dataset,,14,https://doi.org/10.1145/3196478.3196484,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380381,metrics,,47,https://doi.org/10.1145/2993412.3004853,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380381,stepping stones,,13,https://doi.org/10.1145/3180155.3180231,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380387,method,,46,10.1109/ICSE.2013.6606613,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380387,method,,21,https://doi.org/10.1177/1077800414545235,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380387,method,,26,https://doi.org/10.1046/j.1365-2648.1997.t01-25-00999.x,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380387,method,,22,https://doi.org/10.1111/j.2044-8295.2012.02104.x,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380387,method,,18,https://doi.org/10.1177/0049124113500475,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380389,method,,19,https://doi.org/10.1145/3065386,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380389,method,,20,,https://dl.acm.org/doi/10.5555/3045118.3045130,,
afonsohfontes,https://doi.org/10.1145/3377811.3380389,method,,68,https://doi.org/10.1109/TPAMI.2018.2868685,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380389,method,,16,https://doi.org/10.1145/2884781.2884804,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380389,metric,,69,,https://dl.acm.org/doi/10.5555/2999134.2999269,,
afonsohfontes,https://doi.org/10.1145/3377811.3380389,sanity check,,74,,https://www.semanticscholar.org/paper/An-Overview-of-Convolutional-Neural-Network-for-Murphy/64db333bb1b830f937b47d786921af4a6c2b3233,,
afonsohfontes,https://doi.org/10.1145/3377811.3380389,stepping stones,,16,https://doi.org/10.1145/2884781.2884804,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380389,stepping stones,,75,https://doi.org/10.1109/TSE.2018.2877612,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380389,stepping stones,,17,https://doi.org/10.1109/QRS.2017.42,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380389,stepping stones,,45,https://doi.org/10.1109/ICSE.2013.6606584,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380404,method,,10,https://doi.org/10.1109/ICSME.2014.88,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380404,method,,37,https://doi.org/10.1145/3210459.3210466,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380404,method,,1,https://doi.org/10.1109/ICSE.2019.00122,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380404,method,,9,https://doi.org/10.1145/3196321.3196333,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380408,dataset,,20,10.1109/MSR.2013.6624034,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380408,method,,47,https://doi.org/10.1145/2858965.2814300,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380417,stepping stones,,29,https://doi.org/10.1145/2666356.2594299,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380417,stepping stones,,54,https://doi.org/10.1109/ICSE.2015.48,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380417,tool,,52,,https://dl.acm.org/doi/10.5555/2831143.2831205,,
afonsohfontes,https://doi.org/10.1145/3377811.3380436,method,,61,https://doi.org/10.1145/1401890.1401960,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380436,method,,50,https://doi.org/10.1145/2950290.2950361,,,
afonsohfontes,https://doi.org/10.1145/3377811.3380436,method ,,30,https://doi.org/10.1145/290941.291025,,,
