gh_id, paper_doi, reuse_type, comment, citation_number, reused_doi, alt_url, page_num
johannesduesing, https://doi.org/10.1145/3368089.3409740, method, Strongest Postcondition operator from 20, 20, 10.1007/978-1-4612-3228-5, , p672
johannesduesing, https://doi.org/10.1145/3368089.3409740, tool, Dafny tool for program verification from 38, 38, 10.1007/978-3-642-17511-4_20, , p672
johannesduesing, https://doi.org/10.1145/3368089.3409740, tool, Z3 SMT solver, , 10.1007/978-3-540-78800-3_24, , p672
johannesduesing, https://doi.org/10.1145/3368089.3409748, metric, Shannon entropy for measuring information from 39, 39, 10.1145/584091.584093, , p678
johannesduesing, https://doi.org/10.1145/3368089.3409748, tool, Integrate approach into LibFuzzer from 27, 27, , https://www.llvm.org/docs/LibFuzzer.html, p678
johannesduesing, https://doi.org/10.1145/3368089.3409748, statistics, STADS probabilistic model for blackbox fuzzing from 6, 6, 10.1145/3210309, , p679
johannesduesing, https://doi.org/10.1145/3368089.3409748, dataset, FTS benchmark for evaluating fuzzer performance from 37, 37, , https://github.com/google/fuzzer-test-suite/blob/master/engine-comparison/tutorial/abTestingTutorial.md, p684
johannesduesing, https://doi.org/10.1145/3368089.3409748, dataset, OSS-Fuzz fuzzing platform from 31 used for evaluation, 31, , https://github.com/google/oss-fuzz/tree/master/infra, p684
johannesduesing, https://doi.org/10.1145/3368089.3409748, metric, Vargha-Delaney effect size metric from 4, 4, 10.1145/1985793.1985795, , p685
johannesduesing, https://doi.org/10.1145/3368089.3409769, tool, Approach is implemented into AFL fuzzer, , , https://github.com/google/AFL, p695
johannesduesing, https://doi.org/10.1145/3368089.3409769, tool, Approach is implemented into QSYM fuzzer, , , https://www.usenix.org/conference/usenixsecurity18/presentation/yun , p695
johannesduesing, https://doi.org/10.1145/3368089.3409769, tool, Approach is implemented into MOpt fuzzer, , , https://www.usenix.org/system/files/sec19-lyu.pdf, p695
johannesduesing, https://doi.org/10.1145/3368089.3409763, tool, Using Z3 from 24 to implement new approach, 24, 10.1007/978-3-540-78800-3_24, , p705
johannesduesing, https://doi.org/10.1145/3368089.3409763, dataset, Using seed instances from SMT-COMP 2019 (3), 3, , https://smt-comp.github.io/, p706
johannesduesing, https://doi.org/10.1145/3368089.3409729, tool, Using LibFuzz graybox fuzzer from 12 for experiments, 12, , https://www.llvm.org/docs/LibFuzzer.html, p714
johannesduesing, https://doi.org/10.1145/3368089.3409729, tool, Using AFL graybox fuzzer from 26 for experiments, 26, , https://github.com/google/AFL, p714
johannesduesing, https://doi.org/10.1145/3368089.3409729, dataset, OSS-Fuzz fuzzing platform from 15 used as benchmark, 15, , https://github.com/google/oss-fuzz/tree/master/infra, p714
johannesduesing, https://doi.org/10.1145/3368089.3409729, dataset, FTS benchmark for evaluating fuzzer performance from 20, 20, , https://github.com/google/fuzzer-test-suite/blob/master/engine-comparison/tutorial/abTestingTutorial.md, p714
johannesduesing, https://doi.org/10.1145/3368089.3409729, metric, Measure of fuzzer effectiveness from 5, 5, 10.1145/2976749.2978428, , p715
johannesduesing, https://doi.org/10.1145/3368089.3409729, statistics, STADS probabilistic model for blackbox fuzzing from 2, 2, 10.1145/3210309, , p718
